TXNAME	GENEID
lcl|BK006937.2_mrna_602	YCL001W-A
lcl|BK006937.2_mrna_603	YCL001W-B
lcl|BK006937.2_mrna_604	YCR001W
lcl|BK006937.2_mrna_605	YCR002C
lcl|BK006937.2_mrna_606	YCR003W
lcl|BK006937.2_mrna_607	YCR004C
lcl|BK006937.2_mrna_608	YCR005C
lcl|BK006937.2_mrna_609	YCR006C
lcl|BK006937.2_trna_610	tP(AGG)C
lcl|BK006937.2_mrna_611	YCR007C
lcl|BK006937.2_trna_612	tN(GUU)C
lcl|BK006937.2_mrna_613	YCR008W
lcl|BK006937.2_mrna_614	YCR009C
lcl|BK006937.2_mrna_615	YCR010C
lcl|BK006937.2_mrna_616	YCR011C
lcl|BK006937.2_mrna_617	YCR012W
lcl|BK006937.2_mrna_618	YCR014C
lcl|BK006937.2_mrna_619	YCR015C
lcl|BK006937.2_ncrna_620	snR33
lcl|BK006937.2_trna_621	tG(GCC)C
lcl|BK006937.2_mrna_622	YCR016W
lcl|BK006937.2_mrna_623	YCR017C
lcl|BK006937.2_mrna_624	YCR018C
lcl|BK006937.2_trna_625	tM(CAU)C
lcl|BK006937.2_trna_626	tK(CUU)C
lcl|BK006937.2_mrna_627	YCR019W
lcl|BK006937.2_mrna_628	YCR020C
lcl|BK006937.2_mrna_629	YCR020C-A
lcl|BK006937.2_mrna_630	YCR020W-B
lcl|BK006937.2_mrna_631	YCR021C
lcl|BK006937.2_mrna_632	YCR022C
lcl|BK006937.2_mrna_633	YCR023C
lcl|BK006937.2_mrna_634	YCR024C
lcl|BK006937.2_mrna_635	YCR024C-B
lcl|BK006937.2_mrna_636	YCR024C-A
lcl|BK006937.2_mrna_637	YCR025C
lcl|BK006937.2_mrna_638	YCR026C
lcl|BK006937.2_mrna_639	YCR027C
lcl|BK006937.2_trna_640	tQ(UUG)C
lcl|BK006937.2_mrna_641	YCR028C
lcl|BK006937.2_mrna_642	YCR028C-A
lcl|BK006937.2_mrna_643	YCR030C
lcl|BK006937.2_ncrna_644	snR65
lcl|BK006937.2_mrna_645	YCR031C
lcl|BK006937.2_ncrna_646	snR189
lcl|BK006937.2_mrna_647	YCR032W
lcl|BK006937.2_mrna_648	YCR033W
lcl|BK006937.2_mrna_649	YCR034W
lcl|BK006937.2_mrna_650	YCR035C
lcl|BK006937.2_mrna_651	YCR036W
lcl|BK006937.2_mrna_652	YCR037C
lcl|BK006937.2_mrna_653	YCR038C
lcl|BK006937.2_mrna_654	YCR039C
lcl|BK006937.2_mrna_655	YCR040W
lcl|BK006937.2_mrna_656	YCR041W
lcl|BK006937.2_mrna_657	YCR042C
lcl|BK006937.2_mrna_658	YCR043C
lcl|BK006937.2_mrna_659	YCR044C
lcl|BK006937.2_mrna_660	YCR045C
lcl|BK006937.2_mrna_661	YCR046C
lcl|BK006937.2_mrna_662	YCR047C
lcl|BK006937.2_mrna_663	YCR048W
lcl|BK006937.2_mrna_664	YCR050C
lcl|BK006937.2_mrna_665	YCR051W
lcl|BK006937.2_mrna_666	YCR052W
lcl|BK006937.2_mrna_667	YCR053W
lcl|BK006937.2_mrna_668	YCR054C
lcl|BK006937.2_mrna_669	YCR057C
lcl|BK006937.2_mrna_670	YCR059C
lcl|BK006937.2_mrna_671	YCR060W
lcl|BK006937.2_mrna_672	YCR061W
lcl|BK006937.2_trna_673	tS(CGA)C
lcl|BK006937.2_mrna_674	YCR063W
lcl|BK006937.2_mrna_675	YCR065W
lcl|BK006937.2_mrna_676	YCR066W
lcl|BK006937.2_mrna_677	YCR067C
lcl|BK006937.2_mrna_678	YCR068W
lcl|BK006937.2_mrna_679	YCR069W
lcl|BK006937.2_mrna_680	YCR071C
lcl|BK006937.2_mrna_681	YCR072C
lcl|BK006937.2_mrna_682	YCR073C
lcl|BK006937.2_mrna_683	YCR073W-A
lcl|BK006937.2_mrna_684	YCR075C
lcl|BK006937.2_mrna_685	YCR075W-A
lcl|BK006937.2_mrna_686	YCR076C
lcl|BK006937.2_mrna_687	YCR077C
lcl|BK006937.2_mrna_688	YCR079W
lcl|BK006937.2_mrna_689	YCR081W
lcl|BK006937.2_mrna_690	YCR082W
lcl|BK006937.2_mrna_691	YCR083W
lcl|BK006937.2_mrna_692	YCR084C
lcl|BK006937.2_mrna_693	YCR085W
lcl|BK006937.2_mrna_694	YCR086W
lcl|BK006937.2_mrna_695	YCR087C-A
lcl|BK006937.2_mrna_696	YCR088W
lcl|BK006937.2_mrna_697	YCR089W
lcl|BK006937.2_mrna_698	YCR090C
lcl|BK006937.2_mrna_699	YCR091W
lcl|BK006937.2_mrna_700	YCR092C
lcl|BK006937.2_mrna_701	YCR093W
lcl|BK006937.2_mrna_702	YCR094W
lcl|BK006937.2_mrna_703	YCR095C
lcl|BK006937.2_mrna_704	YCR095W-A
lcl|BK006937.2_mrna_705	YCR096C
lcl|BK006937.2_mrna_706	YCR097W
lcl|BK006937.2_trna_707	tT(AGU)C
lcl|BK006937.2_mrna_708	YCR098C
lcl|BK006937.2_mrna_709	YCR099C
lcl|BK006937.2_mrna_710	YCR100C
lcl|BK006937.2_mrna_711	YCR101C
lcl|BK006937.2_mrna_712	YCR102C
lcl|BK006937.2_mrna_713	YCR104W
lcl|BK006937.2_mrna_714	YCR105W
lcl|BK006937.2_mrna_715	YCR106W
lcl|BK006937.2_mrna_716	YCR107W
lcl|BK006937.2_mrna_717	YCR108C
lcl|BK006938.2_mrna_718	YDL248W
lcl|BK006938.2_mrna_719	YDL247W
lcl|BK006938.2_mrna_720	YDL246C
lcl|BK006938.2_mrna_721	YDL245C
lcl|BK006938.2_mrna_722	YDL244W
lcl|BK006938.2_mrna_723	YDL243C
lcl|BK006938.2_mrna_724	YDL242W
lcl|BK006938.2_mrna_725	YDL241W
lcl|BK006938.2_mrna_726	YDL240W
lcl|BK006938.2_mrna_727	YDL239C
lcl|BK006938.2_mrna_728	YDL238C
lcl|BK006938.2_mrna_729	YDL237W
lcl|BK006938.2_mrna_730	YDL236W
lcl|BK006938.2_mrna_731	YDL235C
lcl|BK006938.2_mrna_732	YDL234C
lcl|BK006938.2_mrna_733	YDL233W
lcl|BK006938.2_mrna_734	YDL232W
lcl|BK006938.2_mrna_735	YDL231C
lcl|BK006938.2_mrna_736	YDL230W
lcl|BK006938.2_mrna_737	YDL229W
lcl|BK006938.2_mrna_738	YDL227C
lcl|BK006938.2_mrna_739	YDL226C
lcl|BK006938.2_mrna_740	YDL225W
lcl|BK006938.2_mrna_741	YDL224C
lcl|BK006938.2_mrna_742	YDL223C
lcl|BK006938.2_mrna_743	YDL222C
lcl|BK006938.2_mrna_744	YDL220C
lcl|BK006938.2_mrna_745	YDL219W
lcl|BK006938.2_mrna_746	YDL218W
lcl|BK006938.2_mrna_747	YDL217C
lcl|BK006938.2_mrna_748	YDL216C
lcl|BK006938.2_mrna_749	YDL215C
lcl|BK006938.2_mrna_750	YDL214C
lcl|BK006938.2_mrna_751	YDL213C
lcl|BK006938.2_mrna_752	YDL212W
lcl|BK006938.2_mrna_753	YDL211C
lcl|BK006938.2_trna_754	tG(GCC)D1
lcl|BK006938.2_mrna_755	YDL210W
lcl|BK006938.2_mrna_756	YDL209C
lcl|BK006938.2_mrna_757	YDL208W
lcl|BK006938.2_mrna_758	YDL207W
lcl|BK006938.2_mrna_759	YDL206W
lcl|BK006938.2_mrna_760	YDL205C
lcl|BK006938.2_mrna_761	YDL204W
lcl|BK006938.2_mrna_762	YDL203C
lcl|BK006938.2_mrna_763	YDL202W
lcl|BK006938.2_mrna_764	YDL201W
lcl|BK006938.2_mrna_765	YDL200C
lcl|BK006938.2_mrna_766	YDL199C
lcl|BK006938.2_mrna_767	YDL198C
lcl|BK006938.2_mrna_768	YDL197C
lcl|BK006938.2_mrna_769	YDL195W
lcl|BK006938.2_mrna_770	YDL194W
lcl|BK006938.2_mrna_771	YDL193W
lcl|BK006938.2_mrna_772	YDL192W
lcl|BK006938.2_mrna_773	YDL191W
lcl|BK006938.2_mrna_774	YDL190C
lcl|BK006938.2_mrna_775	YDL189W
lcl|BK006938.2_mrna_776	YDL188C
lcl|BK006938.2_mrna_777	YDL186W
lcl|BK006938.2_mrna_778	YDL185W
lcl|BK006938.2_mrna_779	YDL184C
lcl|BK006938.2_mrna_780	YDL183C
lcl|BK006938.2_mrna_781	YDL182W
lcl|BK006938.2_mrna_782	YDL181W
lcl|BK006938.2_mrna_783	YDL180W
lcl|BK006938.2_mrna_784	YDL179W
lcl|BK006938.2_mrna_785	YDL178W
lcl|BK006938.2_mrna_786	YDL177C
lcl|BK006938.2_mrna_787	YDL176W
lcl|BK006938.2_mrna_788	YDL175C
lcl|BK006938.2_mrna_789	YDL174C
lcl|BK006938.2_mrna_790	YDL173W
lcl|BK006938.2_mrna_791	YDL171C
lcl|BK006938.2_mrna_792	YDL170W
lcl|BK006938.2_mrna_793	YDL169C
lcl|BK006938.2_mrna_794	YDL168W
lcl|BK006938.2_mrna_795	YDL167C
lcl|BK006938.2_mrna_796	YDL166C
lcl|BK006938.2_mrna_797	YDL165W
lcl|BK006938.2_mrna_798	YDL164C
lcl|BK006938.2_mrna_799	YDL161W
lcl|BK006938.2_mrna_800	YDL160C-A
lcl|BK006938.2_mrna_801	YDL160C
lcl|BK006938.2_mrna_802	YDL159W-A
lcl|BK006938.2_mrna_803	YDL159W
lcl|BK006938.2_mrna_804	YDL157C
lcl|BK006938.2_mrna_805	YDL156W
lcl|BK006938.2_mrna_806	YDL155W
lcl|BK006938.2_mrna_807	YDL154W
lcl|BK006938.2_mrna_808	YDL153C
lcl|BK006938.2_mrna_809	YDL150W
lcl|BK006938.2_mrna_810	YDL149W
lcl|BK006938.2_mrna_811	YDL148C
lcl|BK006938.2_mrna_812	YDL147W
lcl|BK006938.2_mrna_813	YDL146W
lcl|BK006938.2_mrna_814	YDL145C
lcl|BK006938.2_mrna_815	YDL144C
lcl|BK006938.2_mrna_816	YDL143W
lcl|BK006938.2_mrna_817	YDL142C
lcl|BK006938.2_mrna_818	YDL141W
lcl|BK006938.2_mrna_819	YDL140C
lcl|BK006938.2_mrna_820	YDL139C
lcl|BK006938.2_mrna_821	YDL138W
lcl|BK006938.2_mrna_822	YDL137W
lcl|BK006938.2_mrna_823	YDL136W
lcl|BK006938.2_mrna_824	YDL135C
lcl|BK006938.2_mrna_825	YDL134C
lcl|BK006938.2_mrna_826	YDL133C-A
lcl|BK006938.2_mrna_827	YDL133W
lcl|BK006938.2_mrna_828	YDL132W
lcl|BK006938.2_mrna_829	YDL131W
lcl|BK006938.2_mrna_830	YDL130W-A
lcl|BK006938.2_mrna_831	YDL130W
lcl|BK006938.2_mrna_832	YDL129W
lcl|BK006938.2_mrna_833	YDL128W
lcl|BK006938.2_mrna_834	YDL127W
lcl|BK006938.2_mrna_835	YDL126C
lcl|BK006938.2_mrna_836	YDL125C
lcl|BK006938.2_mrna_837	YDL124W
lcl|BK006938.2_mrna_838	YDL123W
lcl|BK006938.2_mrna_839	YDL122W
lcl|BK006938.2_mrna_840	YDL121C
lcl|BK006938.2_mrna_841	YDL120W
lcl|BK006938.2_mrna_842	YDL119C
lcl|BK006938.2_mrna_843	YDL117W
lcl|BK006938.2_mrna_844	YDL116W
lcl|BK006938.2_mrna_845	YDL115C
lcl|BK006938.2_mrna_846	YDL114W
lcl|BK006938.2_mrna_847	YDL113C
lcl|BK006938.2_mrna_848	YDL112W
lcl|BK006938.2_mrna_849	YDL111C
lcl|BK006938.2_mrna_850	YDL110C
lcl|BK006938.2_mrna_851	YDL109C
lcl|BK006938.2_mrna_852	YDL108W
lcl|BK006938.2_mrna_853	YDL107W
lcl|BK006938.2_mrna_854	YDL106C
lcl|BK006938.2_mrna_855	YDL105W
lcl|BK006938.2_mrna_856	YDL104C
lcl|BK006938.2_mrna_857	YDL103C
lcl|BK006938.2_mrna_858	YDL102W
lcl|BK006938.2_mrna_859	YDL101C
lcl|BK006938.2_mrna_860	YDL100C
lcl|BK006938.2_mrna_861	YDL099W
lcl|BK006938.2_mrna_862	YDL098C
lcl|BK006938.2_mrna_863	YDL097C
lcl|BK006938.2_mrna_864	YDL095W
lcl|BK006938.2_mrna_865	YDL093W
lcl|BK006938.2_mrna_866	YDL092W
lcl|BK006938.2_mrna_867	YDL091C
lcl|BK006938.2_mrna_868	YDL090C
lcl|BK006938.2_mrna_869	YDL089W
lcl|BK006938.2_mrna_870	YDL088C
lcl|BK006938.2_mrna_871	YDL087C
lcl|BK006938.2_mrna_872	YDL086W
lcl|BK006938.2_mrna_873	YDL085C-A
lcl|BK006938.2_mrna_874	YDL085W
lcl|BK006938.2_mrna_875	YDL084W
lcl|BK006938.2_mrna_876	YDL083C
lcl|BK006938.2_mrna_877	YDL082W
lcl|BK006938.2_mrna_878	YDL081C
lcl|BK006938.2_mrna_879	YDL080C
lcl|BK006938.2_mrna_880	YDL079C
lcl|BK006938.2_mrna_881	YDL078C
lcl|BK006938.2_mrna_882	YDL077C
lcl|BK006938.2_mrna_883	YDL076C
lcl|BK006938.2_mrna_884	YDL075W
lcl|BK006938.2_ncrna_885	snR63
lcl|BK006938.2_mrna_886	YDL074C
lcl|BK006938.2_mrna_887	YDL073W
lcl|BK006938.2_mrna_888	YDL072C
lcl|BK006938.2_mrna_889	YDL070W
lcl|BK006938.2_mrna_890	YDL069C
lcl|BK006938.2_mrna_891	YDL067C
lcl|BK006938.2_mrna_892	YDL066W
lcl|BK006938.2_mrna_893	YDL065C
lcl|BK006938.2_mrna_894	YDL064W
lcl|BK006938.2_mrna_895	YDL063C
lcl|BK006938.2_mrna_896	YDL061C
lcl|BK006938.2_mrna_897	YDL060W
lcl|BK006938.2_mrna_898	YDL059C
lcl|BK006938.2_mrna_899	YDL058W
lcl|BK006938.2_mrna_900	YDL057W
lcl|BK006938.2_mrna_901	YDL056W
lcl|BK006938.2_mrna_902	YDL055C
lcl|BK006938.2_trna_903	tK(UUU)D
lcl|BK006938.2_mrna_904	YDL054C
lcl|BK006938.2_mrna_905	YDL053C
lcl|BK006938.2_mrna_906	YDL052C
lcl|BK006938.2_mrna_907	YDL051W
lcl|BK006938.2_mrna_908	YDL049C
lcl|BK006938.2_mrna_909	YDL048C
lcl|BK006938.2_mrna_910	YDL047W
lcl|BK006938.2_mrna_911	YDL046W
lcl|BK006938.2_mrna_912	YDL045W-A
lcl|BK006938.2_mrna_913	YDL045C
lcl|BK006938.2_mrna_914	YDL044C
lcl|BK006938.2_mrna_915	YDL043C
lcl|BK006938.2_mrna_916	YDL042C
lcl|BK006938.2_mrna_917	YDL040C
lcl|BK006938.2_mrna_918	YDL039C
lcl|BK006938.2_mrna_919	YDL037C
lcl|BK006938.2_mrna_920	YDL036C
lcl|BK006938.2_mrna_921	YDL035C
lcl|BK006938.2_mrna_922	YDL033C
lcl|BK006938.2_mrna_923	YDL031W
lcl|BK006938.2_mrna_924	YDL030W
lcl|BK006938.2_mrna_925	YDL029W
lcl|BK006938.2_mrna_926	YDL028C
lcl|BK006938.2_mrna_927	YDL027C
lcl|BK006938.2_mrna_928	YDL025C
lcl|BK006938.2_mrna_929	YDL024C
lcl|BK006938.2_mrna_930	YDL022C-A
lcl|BK006938.2_trna_931	tA(AGC)D
lcl|BK006938.2_mrna_932	YDL022W
lcl|BK006938.2_mrna_933	YDL021W
lcl|BK006938.2_mrna_934	YDL020C
lcl|BK006938.2_mrna_935	YDL019C
lcl|BK006938.2_mrna_936	YDL018C
lcl|BK006938.2_mrna_937	YDL017W
lcl|BK006938.2_mrna_938	YDL015C
lcl|BK006938.2_mrna_939	YDL014W
lcl|BK006938.2_mrna_940	YDL013W
lcl|BK006938.2_mrna_941	YDL012C
lcl|BK006938.2_mrna_942	YDL010W
lcl|BK006938.2_mrna_943	YDL009C
lcl|BK006938.2_mrna_944	YDL008W
lcl|BK006938.2_trna_945	tT(AGU)D
lcl|BK006938.2_mrna_946	YDL007C-A
lcl|BK006938.2_trna_947	tS(AGA)D1
lcl|BK006938.2_mrna_948	YDL007W
lcl|BK006938.2_mrna_949	YDL006W
lcl|BK006938.2_mrna_950	YDL005C
lcl|BK006938.2_mrna_951	YDL004W
lcl|BK006938.2_mrna_952	YDL003W
lcl|BK006938.2_mrna_953	YDL002C
lcl|BK006938.2_mrna_954	YDL001W
lcl|BK006938.2_mrna_955	YDR001C
lcl|BK006938.2_mrna_956	YDR002W
lcl|BK006938.2_mrna_957	YDR003W
lcl|BK006938.2_mrna_958	YDR003W-A
lcl|BK006938.2_mrna_959	YDR004W
lcl|BK006938.2_mrna_960	YDR005C
lcl|BK006938.2_mrna_961	YDR006C
lcl|BK006938.2_mrna_962	YDR007W
lcl|BK006938.2_mrna_963	YDR009W
lcl|BK006938.2_mrna_964	YDR010C
lcl|BK006938.2_mrna_965	YDR011W
lcl|BK006938.2_mrna_966	YDR012W
lcl|BK006938.2_mrna_967	YDR013W
lcl|BK006938.2_mrna_968	YDR014W
lcl|BK006938.2_mrna_969	YDR014W-A
lcl|BK006938.2_mrna_970	YDR016C
lcl|BK006938.2_mrna_971	YDR017C
lcl|BK006938.2_mrna_972	YDR018C
lcl|BK006938.2_mrna_973	YDR019C
lcl|BK006938.2_mrna_974	YDR020C
lcl|BK006938.2_mrna_975	YDR021W
lcl|BK006938.2_mrna_976	YDR022C
lcl|BK006938.2_trna_977	tV(UAC)D
lcl|BK006938.2_mrna_978	YDR023W
lcl|BK006938.2_mrna_979	YDR025W
lcl|BK006938.2_mrna_980	YDR026C
lcl|BK006938.2_mrna_981	YDR027C
lcl|BK006938.2_mrna_982	YDR028C
lcl|BK006938.2_mrna_983	YDR029W
lcl|BK006938.2_mrna_984	YDR030C
lcl|BK006938.2_mrna_985	YDR031W
lcl|BK006938.2_mrna_986	YDR032C
lcl|BK006938.2_mrna_987	YDR033W
lcl|BK006938.2_mrna_988	YDR034C
lcl|BK006938.2_mrna_989	YDR034C-D
lcl|BK006938.2_mrna_990	YDR034C-C
lcl|BK006938.2_trna_991	tL(UAA)D
lcl|BK006938.2_mrna_992	YDR034C-A
lcl|BK006938.2_trna_993	tQ(UUG)D1
lcl|BK006938.2_mrna_994	YDR034W-B
lcl|BK006938.2_mrna_995	YDR035W
lcl|BK006938.2_mrna_996	YDR036C
lcl|BK006938.2_mrna_997	YDR037W
lcl|BK006938.2_mrna_998	YDR038C
lcl|BK006938.2_mrna_999	YDR039C
lcl|BK006938.2_mrna_1000	YDR040C
lcl|BK006938.2_mrna_1001	YDR041W
lcl|BK006938.2_mrna_1002	YDR042C
lcl|BK006938.2_ncrna_1003	snR47
lcl|BK006938.2_mrna_1004	YDR043C
lcl|BK006938.2_mrna_1005	YDR044W
lcl|BK006938.2_mrna_1006	YDR045C
lcl|BK006938.2_mrna_1007	YDR046C
lcl|BK006938.2_mrna_1008	YDR047W
lcl|BK006938.2_mrna_1009	YDR049W
lcl|BK006938.2_mrna_1010	YDR050C
lcl|BK006938.2_mrna_1011	YDR051C
lcl|BK006938.2_mrna_1012	YDR052C
lcl|BK006938.2_mrna_1013	YDR054C
lcl|BK006938.2_mrna_1014	YDR055W
lcl|BK006938.2_mrna_1015	YDR056C
lcl|BK006938.2_mrna_1016	YDR057W
lcl|BK006938.2_mrna_1017	YDR058C
lcl|BK006938.2_trna_1018	tR(UCU)D
lcl|BK006938.2_trna_1019	tD(GUC)D
lcl|BK006938.2_mrna_1020	YDR059C
lcl|BK006938.2_mrna_1021	YDR060W
lcl|BK006938.2_mrna_1022	YDR061W
lcl|BK006938.2_mrna_1023	YDR062W
lcl|BK006938.2_mrna_1024	YDR063W
lcl|BK006938.2_mrna_1025	YDR064W
lcl|BK006938.2_mrna_1026	YDR065W
lcl|BK006938.2_mrna_1027	YDR066C
lcl|BK006938.2_mrna_1028	YDR067C
lcl|BK006938.2_mrna_1029	YDR068W
lcl|BK006938.2_mrna_1030	YDR069C
lcl|BK006938.2_mrna_1031	YDR070C
lcl|BK006938.2_mrna_1032	YDR071C
lcl|BK006938.2_mrna_1033	YDR072C
lcl|BK006938.2_mrna_1034	YDR073W
lcl|BK006938.2_mrna_1035	YDR074W
lcl|BK006938.2_mrna_1036	YDR075W
lcl|BK006938.2_mrna_1037	YDR076W
lcl|BK006938.2_mrna_1038	YDR077W
lcl|BK006938.2_mrna_1039	YDR078C
lcl|BK006938.2_mrna_1040	YDR079W
lcl|BK006938.2_mrna_1041	YDR079C-A
lcl|BK006938.2_mrna_1042	YDR080W
lcl|BK006938.2_mrna_1043	YDR081C
lcl|BK006938.2_mrna_1044	YDR082W
lcl|BK006938.2_mrna_1045	YDR083W
lcl|BK006938.2_mrna_1046	YDR084C
lcl|BK006938.2_mrna_1047	YDR085C
lcl|BK006938.2_mrna_1048	YDR086C
lcl|BK006938.2_mrna_1049	YDR087C
lcl|BK006938.2_mrna_1050	YDR088C
lcl|BK006938.2_trna_1051	tR(ACG)D
lcl|BK006938.2_mrna_1052	YDR089W
lcl|BK006938.2_mrna_1053	YDR090C
lcl|BK006938.2_mrna_1054	YDR091C
lcl|BK006938.2_mrna_1055	YDR092W
lcl|BK006938.2_mrna_1056	YDR093W
lcl|BK006938.2_mrna_1057	YDR096W
lcl|BK006938.2_mrna_1058	YDR097C
lcl|BK006938.2_mrna_1059	YDR098C
lcl|BK006938.2_trna_1060	tQ(UUG)D2
lcl|BK006938.2_mrna_1061	YDR098C-B
lcl|BK006938.2_mrna_1062	YDR098C-A
lcl|BK006938.2_mrna_1063	YDR099W
lcl|BK006938.2_mrna_1064	YDR100W
lcl|BK006938.2_mrna_1065	YDR101C
lcl|BK006938.2_mrna_1066	YDR102C
lcl|BK006938.2_mrna_1067	YDR103W
lcl|BK006938.2_mrna_1068	YDR104C
lcl|BK006938.2_mrna_1069	YDR105C
lcl|BK006938.2_mrna_1070	YDR106W
lcl|BK006938.2_trna_1071	tI(AAU)D
lcl|BK006938.2_mrna_1072	YDR107C
lcl|BK006938.2_mrna_1073	YDR108W
lcl|BK006938.2_mrna_1074	YDR109C
lcl|BK006938.2_mrna_1075	YDR110W
lcl|BK006938.2_mrna_1076	YDR111C
lcl|BK006938.2_mrna_1077	YDR113C
lcl|BK006938.2_mrna_1078	YDR114C
lcl|BK006938.2_mrna_1079	YDR115W
lcl|BK006938.2_mrna_1080	YDR116C
lcl|BK006938.2_mrna_1081	YDR117C
lcl|BK006938.2_mrna_1082	YDR118W
lcl|BK006938.2_mrna_1083	YDR119W
lcl|BK006938.2_mrna_1084	YDR119W-A
lcl|BK006938.2_mrna_1085	YDR120C
lcl|BK006938.2_mrna_1086	YDR121W
lcl|BK006938.2_mrna_1087	YDR122W
lcl|BK006938.2_mrna_1088	YDR123C
lcl|BK006938.2_mrna_1089	YDR124W
lcl|BK006938.2_mrna_1090	YDR125C
lcl|BK006938.2_mrna_1091	YDR126W
lcl|BK006938.2_mrna_1092	YDR127W
lcl|BK006938.2_mrna_1093	YDR128W
lcl|BK006938.2_mrna_1094	YDR129C
lcl|BK006938.2_mrna_1095	YDR130C
lcl|BK006938.2_mrna_1096	YDR131C
lcl|BK006938.2_mrna_1097	YDR132C
lcl|BK006938.2_mrna_1098	YDR135C
lcl|BK006938.2_mrna_1099	YDR137W
lcl|BK006938.2_mrna_1100	YDR138W
lcl|BK006938.2_mrna_1101	YDR139C
lcl|BK006938.2_mrna_1102	YDR140W
lcl|BK006938.2_mrna_1103	YDR141C
lcl|BK006938.2_mrna_1104	YDR142C
lcl|BK006938.2_mrna_1105	YDR143C
lcl|BK006938.2_mrna_1106	YDR144C
lcl|BK006938.2_mrna_1107	YDR145W
lcl|BK006938.2_mrna_1108	YDR146C
lcl|BK006938.2_mrna_1109	YDR147W
lcl|BK006938.2_mrna_1110	YDR148C
lcl|BK006938.2_mrna_1111	YDR150W
lcl|BK006938.2_mrna_1112	YDR151C
lcl|BK006938.2_mrna_1113	YDR152W
lcl|BK006938.2_mrna_1114	YDR153C
lcl|BK006938.2_mrna_1115	YDR155C
lcl|BK006938.2_mrna_1116	YDR156W
lcl|BK006938.2_mrna_1117	YDR157W
lcl|BK006938.2_mrna_1118	YDR158W
lcl|BK006938.2_mrna_1119	YDR159W
lcl|BK006938.2_mrna_1120	YDR160W
lcl|BK006938.2_mrna_1121	YDR161W
lcl|BK006938.2_mrna_1122	YDR162C
lcl|BK006938.2_mrna_1123	YDR163W
lcl|BK006938.2_mrna_1124	YDR164C
lcl|BK006938.2_mrna_1125	YDR165W
lcl|BK006938.2_mrna_1126	YDR166C
lcl|BK006938.2_mrna_1127	YDR167W
lcl|BK006938.2_mrna_1128	YDR168W
lcl|BK006938.2_mrna_1129	YDR169C
lcl|BK006938.2_mrna_1130	YDR169C-A
lcl|BK006938.2_mrna_1131	YDR170C
lcl|BK006938.2_trna_1132	tQ(UUG)D3
lcl|BK006938.2_mrna_1133	YDR170W-A
lcl|BK006938.2_mrna_1134	YDR171W
lcl|BK006938.2_mrna_1135	YDR172W
lcl|BK006938.2_mrna_1136	YDR173C
lcl|BK006938.2_mrna_1137	YDR174W
lcl|BK006938.2_mrna_1138	YDR175C
lcl|BK006938.2_mrna_1139	YDR176W
lcl|BK006938.2_mrna_1140	YDR177W
lcl|BK006938.2_mrna_1141	YDR178W
lcl|BK006938.2_mrna_1142	YDR179C
lcl|BK006938.2_mrna_1143	YDR179W-A
lcl|BK006938.2_mrna_1144	YDR180W
lcl|BK006938.2_mrna_1145	YDR181C
lcl|BK006938.2_mrna_1146	YDR182W
lcl|BK006938.2_mrna_1147	YDR182W-A
lcl|BK006938.2_mrna_1148	YDR183W
lcl|BK006938.2_mrna_1149	YDR184C
lcl|BK006938.2_mrna_1150	YDR185C
lcl|BK006938.2_mrna_1151	YDR186C
lcl|BK006938.2_mrna_1152	YDR188W
lcl|BK006938.2_mrna_1153	YDR189W
lcl|BK006938.2_mrna_1154	YDR190C
lcl|BK006938.2_mrna_1155	YDR191W
lcl|BK006938.2_mrna_1156	YDR192C
lcl|BK006938.2_mrna_1157	YDR194C
lcl|BK006938.2_mrna_1158	YDR194W-A
lcl|BK006938.2_mrna_1159	YDR195W
lcl|BK006938.2_mrna_1160	YDR196C
lcl|BK006938.2_mrna_1161	YDR197W
lcl|BK006938.2_mrna_1162	YDR198C
lcl|BK006938.2_mrna_1163	YDR200C
lcl|BK006938.2_mrna_1164	YDR201W
lcl|BK006938.2_mrna_1165	YDR202C
lcl|BK006938.2_mrna_1166	YDR204W
lcl|BK006938.2_mrna_1167	YDR205W
lcl|BK006938.2_mrna_1168	YDR206W
lcl|BK006938.2_mrna_1169	YDR207C
lcl|BK006938.2_mrna_1170	YDR208W
lcl|BK006938.2_mrna_1171	YDR209C
lcl|BK006938.2_mrna_1172	YDR210W
lcl|BK006938.2_mrna_1173	YDR210W-B
lcl|BK006938.2_mrna_1174	YDR210W-A
lcl|BK006938.2_mrna_1175	YDR210C-D
lcl|BK006938.2_mrna_1176	YDR210C-C
lcl|BK006938.2_trna_1177	tI(UAU)D
lcl|BK006938.2_mrna_1178	YDR211W
lcl|BK006938.2_mrna_1179	YDR212W
lcl|BK006938.2_mrna_1180	YDR213W
lcl|BK006938.2_mrna_1181	YDR214W
lcl|BK006938.2_mrna_1182	YDR215C
lcl|BK006938.2_mrna_1183	YDR216W
lcl|BK006938.2_mrna_1184	YDR217C
lcl|BK006938.2_mrna_1185	YDR218C
lcl|BK006938.2_mrna_1186	YDR219C
lcl|BK006938.2_mrna_1187	YDR221W
lcl|BK006938.2_mrna_1188	YDR222W
lcl|BK006938.2_mrna_1189	YDR223W
lcl|BK006938.2_mrna_1190	YDR224C
lcl|BK006938.2_mrna_1191	YDR225W
lcl|BK006938.2_mrna_1192	YDR226W
lcl|BK006938.2_mrna_1193	YDR227W
lcl|BK006938.2_mrna_1194	YDR228C
lcl|BK006938.2_mrna_1195	YDR229W
